@relation Crop_recommendation

@attribute N numeric
@attribute P numeric
@attribute K numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute ph numeric
@attribute rainfall numeric
@attribute label {rice,maize,chickpea,kidneybeans,pigeonpeas,mothbeans,mungbean,blackgram,lentil,pomegranate,banana,mango,grapes,watermelon,muskmelon,apple,orange,papaya,coconut,cotton,jute,coffee}

@data
7,63,24,19.557508,64.452683,6.818681,53.046694,lentil
9,56,17,26.137083,66.772921,6.261938,46.482807,lentil
14,74,15,27.999903,65.576534,6.493037,49.940431,lentil
14,76,20,29.059412,62.106524,7.042475,36.501137,lentil
36,65,16,25.712698,64.112333,7.692014,50.170678,lentil
28,67,21,21.797926,63.730861,6.250994,46.623702,lentil
28,79,16,24.706264,60.268542,6.052185,53.124429,lentil
40,61,22,20.949818,65.810876,7.002216,44.23913,lentil
10,70,19,24.849184,68.980884,7.272428,41.610805,lentil
12,80,19,21.91041,65.216625,5.962001,36.102114,lentil
37,77,20,25.93382,68.70533,7.080506,51.023728,lentil
0,67,22,29.821121,69.407321,6.593798,51.564611,lentil
7,73,25,27.521856,63.132153,7.288057,45.208411,lentil
10,56,18,27.996279,68.642859,7.32711,46.105852,lentil
39,70,15,20.767748,63.901642,6.366356,47.927155,lentil
26,56,22,23.052764,60.424786,7.011121,52.602853,lentil
9,77,17,21.658458,63.583371,6.280726,38.076594,lentil
4,59,19,26.250703,67.627797,7.621495,40.81063,lentil
34,73,15,20.971953,63.831799,7.630424,53.102079,lentil
33,77,15,23.897364,66.32102,7.802212,40.745368,lentil
2,24,38,24.559816,91.635362,5.922936,111.968462,pomegranate
6,18,37,19.656901,89.93701,5.93765,108.045893,pomegranate
8,26,36,18.783596,87.402477,6.804781,102.518476,pomegranate
37,18,39,24.146963,94.511066,6.424671,110.231663,pomegranate
0,27,38,22.445813,89.90147,6.738016,109.3906,pomegranate
31,25,38,24.962732,92.405014,6.497367,109.416919,pomegranate
21,21,38,22.552606,89.325949,6.327674,104.895564,pomegranate
6,30,40,22.770356,91.454985,6.361374,106.96592,pomegranate
25,27,41,19.200904,94.276596,6.923509,108.042355,pomegranate
15,11,38,23.128082,92.683284,6.630646,109.393016,pomegranate
14,5,36,24.926391,85.190981,5.832526,104.76938,pomegranate
16,10,41,24.774645,85.636087,6.738994,105.759581,pomegranate
36,7,37,19.867118,86.355902,5.782436,108.316886,pomegranate
4,20,41,24.266013,93.797406,6.537043,104.537511,pomegranate
29,22,40,23.626002,89.732667,6.145104,107.683687,pomegranate
16,15,42,19.678321,89.089357,6.890784,108.546863,pomegranate
18,27,41,22.365094,92.308824,7.175344,104.821633,pomegranate
11,18,42,21.579369,94.882677,5.938529,102.859338,pomegranate
5,15,38,18.262332,88.167791,5.70938,108.075673,pomegranate
18,23,44,23.710281,89.617942,6.1844,105.649991,pomegranate
9,8,40,22.487201,89.922488,6.55351,111.663158,pomegranate
40,27,45,21.66025,94.793974,5.885638,112.434969,pomegranate
22,23,44,20.130372,89.315051,6.143875,107.341691,pomegranate
9,16,39,18.411644,91.119272,6.101199,105.183498,pomegranate
12,29,40,19.682912,89.75273,6.594037,111.281855,pomegranate
0,17,42,23.202426,91.194427,6.859841,109.094632,pomegranate
2,21,44,18.921572,87.312903,6.568934,102.801327,pomegranate
28,6,40,22.106214,91.340396,6.769856,106.87048,pomegranate
8,23,44,18.474124,89.689197,7.130838,108.475851,pomegranate
29,16,36,19.810694,88.929443,5.740338,102.860084,pomegranate
17,18,43,24.488084,90.836872,5.843005,103.196934,pomegranate
34,21,42,18.759277,89.934576,6.648687,111.019674,pomegranate
21,23,42,19.541281,90.297518,6.902751,104.373988,pomegranate
25,17,40,18.912512,87.749385,6.608024,111.280052,pomegranate
8,25,36,19.913305,94.950314,6.828522,104.027706,pomegranate
26,18,42,19.726205,89.649342,6.910375,108.228728,pomegranate
4,19,42,23.831859,87.840346,6.306606,111.223272,pomegranate
36,24,41,24.944676,94.257027,7.00918,103.879935,pomegranate
5,24,40,24.692258,93.870301,6.297908,104.673545,pomegranate
19,17,39,24.724856,85.560832,6.728599,111.278758,pomegranate
39,30,38,20.126449,87.596296,6.965157,108.065579,pomegranate
5,29,44,21.024329,93.05695,5.578096,104.784701,pomegranate
4,24,43,22.404235,88.150834,7.199504,109.86952,pomegranate
38,21,35,20.336911,89.380038,5.841367,110.965314,pomegranate
37,11,36,24.247796,85.560333,6.710143,106.921603,pomegranate
9,25,41,24.815301,91.90843,5.972715,109.285342,pomegranate
29,22,43,19.663298,87.951581,5.561852,106.038081,pomegranate
5,21,38,22.43378,90.339656,6.107055,112.459697,pomegranate
22,26,38,22.920523,85.129122,6.988035,110.243784,pomegranate
4,18,37,22.918432,85.40695,7.131475,106.281771,pomegranate
21,6,41,24.882445,89.396862,7.086948,107.195171,pomegranate
29,21,45,23.409815,93.13277,6.74926,105.224074,pomegranate
23,5,44,21.207254,94.263047,7.163005,107.56608,pomegranate
13,7,43,18.202304,91.122822,7.013482,109.662397,pomegranate
5,13,37,22.343757,89.787035,5.648244,103.318307,pomegranate
27,24,41,24.327701,90.882928,6.610251,110.460646,pomegranate
7,23,35,19.750885,88.716912,7.054314,102.553804,pomegranate
12,20,39,19.861736,86.197409,6.026999,111.021793,pomegranate
4,19,43,18.07133,93.145549,5.779427,106.360202,pomegranate
3,9,45,23.891626,89.618502,6.535244,104.617522,pomegranate
1,27,36,23.985988,93.342366,5.684995,104.991282,pomegranate
23,30,44,20.938929,85.429129,6.124761,103.029594,pomegranate
24,21,42,20.822107,87.228157,6.999014,109.442993,pomegranate
13,30,37,20.864749,91.617936,6.277149,106.868564,pomegranate
40,11,44,24.4584,86.108746,6.322396,111.377969,pomegranate
21,9,40,24.511477,90.644987,5.956402,105.620995,pomegranate
3,27,44,24.568112,92.030092,6.591303,110.963389,pomegranate
40,29,42,24.632287,89.015745,7.104095,110.695618,pomegranate
14,25,40,20.073865,90.978197,6.407872,103.708405,pomegranate
38,14,37,21.805231,94.636129,6.658403,102.648885,pomegranate
34,9,36,22.812265,86.342338,6.276039,110.443229,pomegranate
32,14,37,22.730313,88.485679,6.825256,104.684324,pomegranate
18,21,35,23.280123,94.943305,6.368561,111.13821,pomegranate
8,23,38,19.301063,87.177517,7.005411,105.476659,pomegranate
15,6,41,19.008707,88.837681,6.897368,108.679398,pomegranate
0,5,36,24.351938,90.886124,6.152907,105.529185,pomegranate
22,9,44,24.722355,88.876513,5.744362,112.192652,pomegranate
14,8,43,21.925139,94.464853,7.051655,111.716202,pomegranate
31,11,45,24.839544,86.887381,6.034613,107.643577,pomegranate
39,17,45,18.096911,90.421774,6.924491,104.88189,pomegranate
10,5,42,20.241049,91.087068,6.887006,109.253773,pomegranate
8,28,38,23.22594,94.429714,6.844402,105.691786,pomegranate
32,13,42,23.501282,92.975275,5.786058,106.61905,pomegranate
18,9,40,19.446231,89.02127,5.627186,106.160683,pomegranate
20,27,41,20.513435,92.516759,5.700089,110.576402,pomegranate
39,25,36,18.90223,94.998975,5.567805,107.610321,pomegranate
20,7,45,18.905923,89.241268,6.077886,112.475094,pomegranate
11,10,45,22.630452,88.455772,6.397996,109.03576,pomegranate
40,18,43,19.386038,86.790585,5.767373,109.913098,pomegranate
3,26,39,24.38319,91.194316,7.079973,103.601211,pomegranate
9,16,36,23.77989,92.933869,5.893332,106.977723,pomegranate
30,20,38,22.598902,93.163439,7.058223,110.09329,pomegranate
40,9,41,24.377668,85.401712,5.782707,106.128338,pomegranate
40,30,35,20.892733,91.07777,6.269664,104.440708,pomegranate
32,25,35,18.099032,85.707863,5.892914,107.005098,pomegranate
33,23,45,20.00219,85.836182,7.116539,112.337046,pomegranate
4,14,41,19.851393,89.807323,6.430163,102.818636,pomegranate
13,17,45,21.254336,92.650589,7.159521,106.278467,pomegranate
39,24,39,23.653741,93.326575,6.431266,109.807618,pomegranate
8,28,37,23.884048,86.206138,6.082572,108.312179,pomegranate
91,94,46,29.367924,76.249001,6.149934,92.828409,banana
105,95,50,27.33369,83.676752,5.849076,101.049479,banana
108,92,53,27.400536,82.962213,6.2768,104.9378,banana
86,76,54,29.315908,80.115857,5.926825,90.109781,banana
80,77,49,26.05433,79.396545,5.519088,113.229737,banana
93,94,53,25.866324,84.423793,6.079179,114.53575,banana
90,92,55,27.009321,80.185468,6.134656,97.325317,banana
108,89,53,29.550548,78.067628,5.808498,99.344822,banana
108,88,55,26.28846,83.390039,5.891458,113.87298,banana
105,77,52,29.162266,76.161516,5.816622,100.007568,banana
118,88,52,28.650039,82.687525,5.843163,98.750844,banana
101,87,54,29.073111,76.500452,6.376757,100.169264,banana
95,75,50,28.081661,75.264298,5.623616,118.276189,banana
106,85,53,27.19946,78.808607,5.915055,99.724308,banana
86,95,49,28.054841,78.046029,6.458715,108.395718,banana
83,79,55,25.14748,83.346882,5.565029,98.666794,banana
85,95,47,25.94019,78.34221,6.211833,119.84797,banana
109,79,45,27.667528,79.685428,6.490074,108.66464,banana
100,76,45,25.56703,75.940677,5.590236,102.786772,banana
117,86,48,28.69562,82.541958,6.225225,116.161684,banana
114,94,53,26.335449,76.853201,6.190757,118.685826,banana
110,78,50,25.937302,78.898644,5.915569,98.217475,banana
94,70,48,25.136865,84.883944,6.195152,91.464425,banana
80,71,47,27.505277,80.79784,6.156373,105.077699,banana
114,79,51,26.210092,82.344295,6.313197,112.070003,banana
88,78,45,29.104035,79.195886,6.32427,92.078358,banana
112,73,48,29.244064,77.320172,5.707489,90.667279,banana
117,76,47,25.562022,77.38229,6.119216,93.102472,banana
111,87,48,26.398551,81.360289,5.571401,98.16752,banana
89,83,47,28.095776,77.795868,5.631272,109.540861,banana
93,91,47,27.847679,83.311108,6.101242,117.287891,banana
92,81,52,27.393416,81.465483,6.438137,94.311021,banana
105,74,45,25.145176,81.382041,6.098369,119.218154,banana
102,71,48,28.654563,79.286937,5.695268,102.463378,banana
94,91,51,29.160934,76.674842,5.618094,109.575944,banana
116,71,47,27.572781,82.063888,6.435786,91.342765,banana
117,79,49,25.409099,82.362081,6.176644,112.97948,banana
119,72,55,25.990695,83.339831,6.220644,112.077715,banana
99,73,53,26.29039,81.060038,5.871702,118.673037,banana
91,84,52,29.148272,78.710248,6.390742,117.536781,banana
80,90,47,26.597436,79.358989,6.210845,107.394472,banana
101,70,48,25.360592,75.031933,6.012697,116.553145,banana
108,89,53,29.120369,80.180807,5.90877,112.398206,banana
100,80,52,27.539114,77.256299,6.049802,110.326212,banana
109,91,53,29.667273,83.510142,6.010096,110.25111,banana
82,78,46,25.058022,84.973237,5.738679,110.44088,banana
106,70,55,25.868248,78.523999,5.740555,116.301956,banana
90,86,52,25.85037,81.955805,5.79326,119.085617,banana
83,95,50,26.516823,77.799136,5.509471,108.854751,banana
119,90,48,28.667251,79.592425,5.986442,118.258344,banana
107,72,45,28.149389,81.544489,5.790768,91.405084,banana
116,81,55,26.423133,83.699504,5.915546,95.123221,banana
101,75,50,26.593864,81.407403,6.242528,109.982555,banana
93,81,50,27.718225,76.578532,6.036079,102.209984,banana
95,75,45,28.983334,82.959582,5.829899,109.022564,banana
107,71,55,29.420179,83.967545,6.088064,117.229079,banana
83,94,47,27.398723,81.105234,6.469371,112.135538,banana
102,73,54,26.402023,84.410076,5.720727,111.016226,banana
86,79,45,27.812515,82.692854,5.807664,99.209615,banana
117,86,53,25.196402,83.558299,5.703382,115.858608,banana
111,79,53,28.311933,75.773638,6.165001,119.695765,banana
95,74,50,25.901131,80.471527,6.002482,110.10323,banana
91,75,55,27.48613,76.112398,6.212369,109.276885,banana
93,83,46,29.38254,83.504237,5.765309,109.248665,banana
92,85,51,29.221186,81.081836,5.740765,108.861647,banana
104,80,54,27.090622,81.335069,5.879119,110.133118,banana
103,72,51,26.126434,81.81365,6.099479,104.481286,banana
92,75,45,29.012077,77.951925,5.674403,90.434954,banana
93,85,49,27.967991,79.286257,5.694244,119.476556,banana
120,87,52,28.076445,76.055221,5.905495,118.992357,banana
108,72,46,25.162782,84.978492,6.110845,90.945546,banana
105,88,54,25.787498,84.511942,6.020445,114.200546,banana
98,79,50,25.341198,84.473213,6.435917,91.064934,banana
111,88,55,29.447954,78.349715,5.505394,96.450426,banana
97,74,45,26.475226,78.518338,5.67772,113.116109,banana
95,82,48,27.394896,83.31172,5.719015,92.781336,banana
89,91,55,25.083474,80.261731,6.275572,94.329615,banana
89,85,55,26.671984,76.485417,6.275385,91.733586,banana
118,88,51,25.449262,79.49222,6.201912,100.661917,banana
101,92,45,28.227767,80.643038,5.758054,98.00403,banana
99,92,47,28.127951,77.482471,6.323934,103.50454,banana
82,77,46,28.947047,82.1889,5.901101,95.830164,banana
90,86,55,27.962368,84.154036,5.644487,97.559867,banana
95,88,52,28.00316,78.90086,6.235462,94.681803,banana
104,73,46,29.140092,80.119023,6.282362,90.451429,banana
102,73,52,27.91221,83.363077,6.356091,90.242115,banana
100,74,52,25.434805,81.539778,5.837258,96.478004,banana
94,89,48,28.55981,84.516023,5.653438,111.084303,banana
99,70,46,26.595808,82.995567,5.72747,100.512334,banana
112,87,48,27.197116,77.397063,6.200111,99.469505,banana
117,82,45,25.293915,79.291222,5.614471,105.422025,banana
96,86,51,29.908885,76.987408,6.25737,91.999647,banana
113,85,45,27.949725,76.637134,6.037431,109.092163,banana
105,93,46,25.010185,78.762609,5.760458,108.369051,banana
85,89,51,29.211449,84.701899,6.158164,108.550144,banana
108,94,47,27.359116,84.54625,6.387431,90.812505,banana
92,81,52,28.01068,76.528081,5.891414,103.704078,banana
110,71,54,28.672089,82.207936,5.725419,94.379875,banana
82,75,55,27.345851,78.487383,6.28107,92.155243,banana
117,81,53,29.507046,78.205856,5.507642,98.125658,banana
2,40,27,29.7377,47.548852,5.954627,90.095869,mango
39,24,31,33.556956,53.729798,4.757115,98.675276,mango
21,26,27,27.003155,47.675254,5.699587,95.851183,mango
25,22,25,33.561502,45.535566,5.977414,95.705259,mango
0,21,32,35.898556,54.259642,6.430139,92.197217,mango
20,19,35,34.177198,50.621616,6.113935,98.00688,mango
19,21,34,30.015926,53.192124,5.074273,97.728432,mango
18,17,31,31.745921,45.161279,5.667508,93.754416,mango
11,36,33,35.990097,52.227805,5.978634,95.371348,mango
30,28,30,31.866414,52.193316,5.064613,98.467686,mango
18,19,27,27.755187,52.346058,4.772386,94.112133,mango
23,23,27,34.724132,51.427178,5.161149,97.312581,mango
37,30,34,27.539075,53.635495,6.797779,99.354082,mango
11,27,30,27.696378,48.562249,6.394743,89.856465,mango
12,19,31,27.253734,52.663197,5.566704,91.873125,mango
3,28,33,30.337239,48.887048,5.75505,94.428505,mango
37,38,32,31.857449,45.531063,5.417341,91.558458,mango
26,37,30,35.399863,49.459626,6.166174,97.41054,mango
14,18,30,29.807472,52.137979,5.191265,95.746061,mango
40,16,35,34.164389,54.164823,4.95474,98.333511,mango
4,20,25,28.932702,47.94054,5.664587,99.983424,mango
36,25,33,27.983928,53.330189,5.548585,99.614657,mango
30,17,31,31.204782,54.499605,6.804437,94.629547,mango
28,37,28,32.134097,50.525591,6.09787,98.633337,mango
38,15,30,28.91862,48.139745,5.075505,97.013316,mango
12,37,30,31.097791,47.411967,4.546466,90.286243,mango
38,19,31,34.738239,49.088643,5.855119,90.650222,mango
8,33,29,29.980805,49.486133,6.442393,91.822716,mango
15,27,28,33.803987,46.128661,4.507524,90.825492,mango
34,16,25,30.072026,50.960405,6.107296,92.096098,mango
11,36,31,27.920633,51.779659,6.475449,100.258567,mango
33,29,34,31.409488,49.217291,6.83298,92.997394,mango
12,31,26,35.787774,51.941903,5.395276,100.216061,mango
12,34,28,33.361401,45.022364,6.135269,98.815965,mango
5,16,31,35.960546,48.696778,4.555689,98.006442,mango
1,30,29,28.333333,51.395865,6.434198,91.672418,mango
16,35,31,32.27652,50.193688,5.316876,95.994871,mango
35,18,26,31.994905,50.848813,5.279389,97.387415,mango
4,40,26,27.582589,48.569162,6.720042,95.844564,mango
9,29,34,29.384716,45.887447,5.727423,100.812466,mango
2,38,33,32.386975,53.232824,4.691396,90.216332,mango
26,32,32,30.914715,49.929639,6.810186,90.140478,mango
34,38,31,35.377756,45.5811,6.454045,97.415864,mango
5,32,33,32.323622,52.589677,5.842764,93.367188,mango
31,29,26,28.223734,47.405191,5.024125,97.768323,mango
34,34,35,27.274332,47.168081,6.422711,95.257992,mango
36,19,32,27.107108,50.70881,4.94295,92.372389,mango
7,17,26,34.892267,48.756134,6.414527,91.630745,mango
38,15,27,33.746269,48.503876,6.777788,92.264392,mango
5,19,25,27.351106,54.439451,6.441328,96.277925,mango
37,36,26,32.893002,52.61324,4.650536,94.491614,mango
21,31,32,35.385987,51.426642,5.254532,90.296439,mango
37,36,27,27.552974,47.908591,5.910635,90.403327,mango
23,23,30,32.821411,47.455538,4.755274,90.891731,mango
36,26,26,30.172941,51.08459,6.81463,95.234443,mango
24,33,35,29.263829,54.822579,5.342866,100.758623,mango
26,18,30,32.060972,51.084942,6.336235,96.598165,mango
22,17,26,28.698181,47.718757,4.754435,99.642454,mango
11,34,32,29.14305,49.409833,6.831707,97.551555,mango
29,35,28,28.347161,53.539031,6.967418,90.402604,mango
22,28,26,27.672562,45.41692,4.947683,92.849915,mango
23,24,32,28.121809,46.168886,5.63062,93.302474,mango
1,35,34,30.793757,46.695368,6.273398,92.213186,mango
2,24,34,28.894094,54.807502,6.472775,94.76323,mango
39,37,25,33.330248,45.611436,6.953247,98.28583,mango
15,36,27,27.789125,53.968867,5.64371,91.01153,mango
3,18,31,31.653334,48.206627,6.392314,91.097456,mango
8,38,32,29.751508,46.737233,4.981817,91.405983,mango
33,31,34,31.329956,50.222876,5.421265,89.782162,mango
14,29,32,35.636273,48.970478,6.94252,97.51952,mango
18,20,26,31.665247,51.985946,5.435841,89.980243,mango
9,21,32,32.269353,53.560928,5.870116,95.940354,mango
20,30,27,27.810056,51.594455,4.749104,95.898986,mango
9,38,25,34.585615,50.340353,5.497947,100.306072,mango
26,24,34,31.27181,52.238102,6.811291,89.74409,mango
31,36,29,33.936799,52.721703,6.460543,97.461192,mango
14,18,35,31.091542,47.020584,4.791147,91.466643,mango
40,16,35,31.893563,49.024501,6.484152,89.593715,mango
28,27,34,32.454653,50.696938,6.526654,95.048716,mango
0,17,30,35.474783,47.972305,6.279134,97.790725,mango
1,29,29,27.329614,49.303472,6.052026,93.531974,mango
2,36,31,30.902252,49.959555,5.731719,91.775226,mango
12,27,26,29.093823,45.566106,5.323072,96.2352,mango
7,28,35,30.020862,46.783938,4.669108,96.63721,mango
0,36,26,34.130722,51.257862,5.101206,96.38808,mango
26,35,31,33.446199,53.059805,5.339557,98.050894,mango
27,21,30,35.391546,52.488231,5.061082,91.228811,mango
22,38,31,31.533564,53.060093,5.821106,98.57025,mango
22,18,31,30.764552,47.937915,5.956027,90.385035,mango
28,23,28,30.018213,50.098318,5.676033,96.087451,mango
7,31,27,31.328637,47.593196,6.524114,94.673447,mango
29,34,26,33.880048,54.39416,6.273954,89.291476,mango
8,37,33,28.078027,54.964053,6.128168,97.453736,mango
39,16,27,35.53845,52.946419,4.934965,91.545604,mango
40,24,25,28.705952,50.440301,5.445008,95.894644,mango
19,38,26,31.484517,48.779263,4.525722,93.17222,mango
21,21,30,27.698193,51.415932,5.403908,100.77207,mango
22,18,33,30.412358,52.481006,6.621624,93.923759,mango
31,20,30,32.17752,54.013527,6.207496,91.887661,mango
18,26,31,32.611261,47.749165,5.418475,91.101908,mango
24,130,195,29.996772,81.541566,6.112306,67.125345,grapes
13,144,204,30.72804,82.426141,6.092242,68.381355,grapes
22,123,205,32.445778,83.885049,5.896343,68.739325,grapes
36,125,196,37.465668,80.659687,6.155261,66.838723,grapes
24,131,196,22.032962,83.743728,5.732454,65.344408,grapes
2,123,198,39.648519,82.210799,6.253035,70.399061,grapes
35,140,197,16.775573,82.752419,6.106191,66.762855,grapes
11,122,195,12.141907,83.568125,5.647202,69.63122,grapes
6,123,203,12.756796,81.624974,6.13031,66.778446,grapes
17,134,204,39.04072,80.183933,6.499605,73.88467,grapes
25,130,197,39.707722,82.685935,5.554832,74.915062,grapes
27,145,205,9.46796,82.293355,5.800243,66.027652,grapes
9,122,201,29.587484,80.919344,5.570291,68.064173,grapes
16,139,203,17.828037,80.960934,6.275641,65.847488,grapes
32,141,204,8.825675,82.897537,5.536646,67.235765,grapes
22,138,195,27.834871,83.51445,6.208197,73.028828,grapes
31,144,202,11.021054,80.555572,5.870601,68.239632,grapes
3,136,205,17.586294,80.848066,6.334771,71.406545,grapes
28,122,197,19.893639,82.733664,5.856575,69.662568,grapes
4,136,204,29.937076,81.777135,5.898944,65.522793,grapes
39,145,201,36.731266,80.589319,5.7756,72.242308,grapes
38,132,197,20.420948,81.54185,5.931102,66.930657,grapes
36,133,198,25.519397,83.983517,6.228645,69.172812,grapes
25,121,201,30.507348,82.717756,5.594241,70.082004,grapes
15,125,199,18.426994,80.556259,5.56923,69.757343,grapes
24,140,205,12.087022,83.593987,5.932029,68.668134,grapes
13,132,203,23.601154,82.48337,6.423217,73.239018,grapes
5,126,197,12.800004,81.208764,6.417501,67.104394,grapes
30,120,200,38.060995,82.247296,6.234904,65.701482,grapes
23,142,197,39.065555,82.03813,6.000574,69.307729,grapes
26,135,203,33.783729,81.163143,5.685103,74.535573,grapes
7,126,203,16.762017,82.003356,5.66214,73.287128,grapes
32,139,198,35.893075,82.668507,6.358187,66.539466,grapes
9,141,202,21.012454,81.179319,6.119495,66.384483,grapes
20,142,196,10.898759,80.016394,6.207601,68.694204,grapes
32,129,201,16.362519,83.004716,6.487546,71.556655,grapes
3,134,199,20.283702,81.322357,5.817178,71.066112,grapes
38,138,204,25.111085,83.254476,6.32548,73.010268,grapes
14,131,198,33.464116,83.86743,5.562791,67.922043,grapes
20,122,204,11.797647,80.863254,6.48737,65.069625,grapes
40,126,201,11.363009,80.031,6.116983,71.182894,grapes
36,128,204,25.235423,80.687005,5.695793,67.038409,grapes
11,132,197,15.990507,81.239666,5.734317,74.401989,grapes
0,137,195,22.435902,80.186121,6.3295,65.397317,grapes
19,123,200,34.760861,81.035448,6.167014,65.7043,grapes
31,136,197,31.110473,83.34011,5.653776,71.430016,grapes
4,134,200,28.578288,80.95629,5.840256,73.342321,grapes
39,139,201,41.186649,81.017834,5.539981,68.688959,grapes
8,127,196,27.027661,83.170939,5.833302,70.95666,grapes
39,138,203,21.193393,82.330983,6.399434,74.628349,grapes
32,120,204,10.380048,83.445181,6.138959,67.391738,grapes
12,142,203,31.311598,82.56407,5.972851,65.010953,grapes
8,133,195,20.466578,80.97598,6.45608,71.298139,grapes
8,139,199,29.369477,81.539964,6.336427,66.134428,grapes
21,134,202,10.723025,80.021306,6.42542,65.298211,grapes
40,140,195,14.97847,80.499799,6.294396,71.634374,grapes
39,127,202,15.324665,81.67216,6.477768,71.60103,grapes
19,120,195,18.739322,81.121092,5.931538,73.55808,grapes
21,139,201,19.364255,83.36094,5.980599,67.150947,grapes
17,136,195,41.207336,81.61051,6.389783,65.902275,grapes
33,139,203,33.342145,82.510346,5.693287,70.680986,grapes
22,133,201,23.819957,80.122116,6.002996,67.273986,grapes
32,130,196,40.660123,81.24996,6.37296,74.030301,grapes
37,135,205,11.827682,80.282719,5.510925,74.102251,grapes
15,140,195,13.285043,83.541938,5.699453,65.80006,grapes
39,132,196,35.830891,83.325601,5.778594,73.679849,grapes
40,121,199,26.181597,81.038863,6.315586,66.059117,grapes
40,132,202,24.575584,80.706958,5.971813,69.706113,grapes
29,142,203,29.672291,83.71499,5.891196,66.484904,grapes
32,121,199,39.371026,81.253539,6.129813,74.081017,grapes
6,140,205,17.665584,82.929034,6.313086,69.867126,grapes
8,120,196,24.066794,82.663967,6.053663,69.818558,grapes
34,133,202,15.314135,80.097114,5.804799,74.821447,grapes
35,135,199,21.774667,80.549426,6.40072,69.396304,grapes
16,145,199,26.916248,80.768389,5.953966,69.309272,grapes
8,136,201,41.65603,82.221182,5.609256,74.196648,grapes
25,129,195,17.986678,81.177121,5.777271,72.371277,grapes
16,130,201,29.120338,82.790929,5.682395,68.850305,grapes
39,129,203,34.389225,83.183928,5.863997,71.030016,grapes
38,135,203,41.361063,82.79783,6.444373,69.921075,grapes
33,120,205,35.121583,82.268908,5.550832,69.715185,grapes
35,125,204,19.649177,80.152158,6.107742,73.695296,grapes
1,132,200,16.278528,82.942701,5.620746,66.574628,grapes
39,140,203,21.119036,80.633992,6.349876,69.277798,grapes
28,145,202,19.207771,82.904284,6.484323,66.831137,grapes
6,128,200,25.963084,82.578136,5.838748,70.317826,grapes
6,139,199,25.67385,81.621213,6.290998,74.109194,grapes
29,122,196,41.948657,81.155952,5.638328,73.06863,grapes
37,144,197,11.189943,80.808431,6.415556,66.342349,grapes
38,120,197,17.54383,82.947033,6.323723,73.770637,grapes
38,141,198,13.058097,80.28298,5.75701,70.756336,grapes
14,121,203,9.724458,83.747656,6.158689,74.464111,grapes
6,125,204,27.920049,82.932624,5.73354,69.920928,grapes
32,138,197,9.535586,80.731127,5.908724,69.441152,grapes
11,124,204,13.429886,80.06634,6.361141,71.40043,grapes
23,138,200,9.851243,80.226317,5.965379,68.428024,grapes
40,143,201,24.972561,82.728287,6.476758,66.700163,grapes
6,142,202,27.237083,82.945733,6.224543,70.425089,grapes
37,124,195,18.706791,83.479529,6.209928,66.596449,grapes
35,134,204,9.949929,82.55139,5.841138,66.008176,grapes
119,25,51,26.473302,80.922544,6.283818,53.657426,watermelon
119,19,55,25.1878,83.446217,6.818261,46.874209,watermelon
105,30,50,25.299547,81.775276,6.376201,57.041471,watermelon
114,8,50,24.746313,88.308663,6.581588,57.958261,watermelon
93,22,52,26.587407,81.325632,6.93274,41.8754,watermelon
80,26,55,24.534426,88.989272,6.140099,49.116187,watermelon
85,27,45,26.071376,88.728566,6.467096,57.796528,watermelon
85,22,53,25.965342,89.770767,6.849472,59.463386,watermelon
82,22,45,26.22338,85.34866,6.512196,54.601593,watermelon
118,13,54,24.413119,89.81574,6.039585,44.078435,watermelon
83,25,53,26.491953,80.046782,6.057697,57.727992,watermelon
86,15,47,24.043558,84.184068,6.423899,53.7893,watermelon
101,10,47,25.542169,83.318834,6.936998,57.573432,watermelon
119,9,50,26.745507,83.91959,6.251287,40.794305,watermelon
104,17,46,25.713143,80.229728,6.190016,43.089618,watermelon
95,12,51,25.764843,84.1727,6.681607,44.220669,watermelon
102,14,52,26.794899,89.648152,6.51076,57.740918,watermelon
109,21,55,24.90046,89.735242,6.770278,57.449421,watermelon
81,18,50,26.807506,88.22875,6.429788,58.798891,watermelon
103,17,51,25.111892,80.026213,6.209888,44.20657,watermelon
105,14,50,26.214884,87.688398,6.419052,59.655908,watermelon
97,8,52,24.910323,86.9719,6.237862,49.485757,watermelon
120,19,49,25.794489,84.268307,6.762472,56.452292,watermelon
95,16,55,25.269312,87.550551,6.612848,40.126504,watermelon
83,29,52,25.764027,87.593113,6.704689,46.051227,watermelon
83,9,45,25.854836,89.13164,6.04961,46.85177,watermelon
91,21,50,24.335282,81.440304,6.76203,48.321136,watermelon
116,5,54,25.376013,80.993135,6.653987,57.230285,watermelon
112,28,54,24.860946,85.053186,6.738031,55.295635,watermelon
88,29,51,24.718855,88.945683,6.09569,48.459786,watermelon
118,15,45,24.214957,84.20577,6.538006,48.011385,watermelon
92,21,48,25.816922,82.043255,6.377427,54.829634,watermelon
106,14,45,24.470185,84.163902,6.417012,57.26773,watermelon
99,5,47,24.130788,84.844946,6.649087,51.194702,watermelon
98,8,51,26.179346,86.522581,6.259336,49.43051,watermelon
108,22,46,26.176687,86.72952,6.121169,53.33485,watermelon
119,7,55,26.038677,84.637838,6.031424,44.399338,watermelon
117,27,48,26.532593,82.39054,6.835268,54.306608,watermelon
109,10,53,26.819387,87.82746,6.55175,46.061938,watermelon
